dataset,dataset_frame_id,relative_path,estimate_relative_path,method,ri_width,ri_height,original_points_count,reconstructed_points_count,k_neighbors,runtime_seconds,metrics_runtime_seconds,reconstructed_to_original_point_to_plane_mean,reconstructed_to_original_point_to_plane_rmse,reconstructed_to_original_point_to_plane_median,reconstructed_to_original_point_to_plane_p95,reconstructed_to_original_point_to_plane_max,original_to_reconstructed_point_to_plane_mean,original_to_reconstructed_point_to_plane_rmse,original_to_reconstructed_point_to_plane_median,original_to_reconstructed_point_to_plane_p95,original_to_reconstructed_point_to_plane_max,point_to_plane_mean,point_to_plane_rmse,point_to_plane_median,point_to_plane_p95,point_to_plane_max
kitti,25535,2011_09_30/2011_09_30_drive_0018_sync/velodyne_points/data/0000000041.bin,2011_09_30/2011_09_30_drive_0018_sync/velodyne_points/data/0000000000.bin,pbea_native,4000,64,125998,115802,12,0.9950006879998909,0.9894030790001125,0.014002412681650523,0.022946270537627017,0.00853708203195179,0.04345577992195374,0.2531127514197817,0.01764016703381843,0.06002187012252147,0.009242182784435025,0.053669131430524195,5.839370942245694,0.01589798659754983,0.046145780460379315,0.008869274087122587,0.048571216393968726,5.839370942245694
kitti,24848,2011_09_30/2011_09_30_drive_0018_sync/velodyne_points/data/0000000042.bin,2011_09_30/2011_09_30_drive_0018_sync/velodyne_points/data/0000000000.bin,alice_lri,4000,64,125348,125348,12,1.0418530550005016,0.9967540580000787,0.0002003867896319884,0.000246008092296235,0.00017558448466909547,0.00046340962957342044,0.0012295588228665784,0.00020030746020334033,0.00024592004177137884,0.0001755939150376806,0.0004633675516960853,0.001229714860453287,0.00020034712491766437,0.00024596407097386155,0.00017559007870134133,0.00046338269957609066,0.001229714860453287
kitti,24848,2011_09_30/2011_09_30_drive_0018_sync/velodyne_points/data/0000000042.bin,2011_09_30/2011_09_30_drive_0018_sync/velodyne_points/data/0000000000.bin,pbea_native,4000,64,125348,115305,12,0.9807799999998679,0.9751738420000038,0.013756254788364931,0.02192370844061916,0.008696812995718011,0.043706148937483376,0.2591051268473839,0.01695655136314036,0.041836986350316005,0.009495530195602033,0.05478725290387321,3.99542717884794,0.015423180922902834,0.03379326303847959,0.00910895601628586,0.04974391148519089,3.99542717884794
kitti,25905,2011_09_30/2011_09_30_drive_0018_sync/velodyne_points/data/0000000043.bin,2011_09_30/2011_09_30_drive_0018_sync/velodyne_points/data/0000000000.bin,alice_lri,4000,64,124559,124559,12,1.0302518560001772,0.9889010449996931,0.00020006253597702208,0.0002458633100017884,0.00017549488538930505,0.00046342663509545406,0.001095048108332168,0.00020003372515146154,0.0002458555166109156,0.00017534722648636448,0.0004633791047261188,0.0010951430412664452,0.0002000481305642418,0.0002458594133372319,0.00017543472620906844,0.00046338672785342145,0.0010951430412664452
kitti,25905,2011_09_30/2011_09_30_drive_0018_sync/velodyne_points/data/0000000043.bin,2011_09_30/2011_09_30_drive_0018_sync/velodyne_points/data/0000000000.bin,pbea_native,4000,64,124559,114900,12,0.9751253690001249,0.9695905379994656,0.013971964689885983,0.022210667502048184,0.008956754761653675,0.04557386522727083,0.25038352490328025,0.01680023559115683,0.03748202616763317,0.009704970060635802,0.054463607472305116,1.6698628745451067,0.015443141781544241,0.03110455403676581,0.00933292893351823,0.0494040369934497,1.6698628745451067
kitti,24999,2011_09_30/2011_09_30_drive_0018_sync/velodyne_points/data/0000000044.bin,2011_09_30/2011_09_30_drive_0018_sync/velodyne_points/data/0000000000.bin,alice_lri,4000,64,124069,124069,12,1.0355840359998183,0.9908356870000716,0.00019835834355097227,0.0002445973325769623,0.00017259585677798298,0.00046295721625595195,0.0009290782542218965,0.00019836168845905944,0.0002445930398673022,0.00017266572932862442,0.0004629776510839039,0.0009290505930647611,0.00019836001600501585,0.00024459518623154956,0.00017262258900132546,0.0004629756099717256,0.0009290782542218965
kitti,24999,2011_09_30/2011_09_30_drive_0018_sync/velodyne_points/data/0000000044.bin,2011_09_30/2011_09_30_drive_0018_sync/velodyne_points/data/0000000000.bin,pbea_native,4000,64,124069,113654,12,0.964126942000803,0.9583650980002858,0.013418088174134438,0.021614319315285103,0.008459620458711372,0.04077433230718772,0.254486086751423,0.01737007129360874,0.053709780514991826,0.009238420772922256,0.053695038627048094,4.7438462876414915,0.015480650877995893,0.04158026163656268,0.008850759220300871,0.04761153130981448,4.7438462876414915
kitti,24304,2011_09_30/2011_09_30_drive_0018_sync/velodyne_points/data/0000000045.bin,2011_09_30/2011_09_30_drive_0018_sync/velodyne_points/data/0000000000.bin,alice_lri,4000,64,123174,123174,12,0.9949041320005563,0.9630863330003194,0.00019720873492896785,0.00024354288555998688,0.00017036032970214654,0.0004633380974385178,0.0009384672960447298,0.00019718451915583363,0.00024352189633464525,0.00017037183258124402,0.0004632741954671125,0.0009384750023855403,0.00019719662704240074,0.00024353239117343975,0.00017036737685113194,0.00046328283840217074,0.0009384750023855403
kitti,24304,2011_09_30/2011_09_30_drive_0018_sync/velodyne_points/data/0000000045.bin,2011_09_30/2011_09_30_drive_0018_sync/velodyne_points/data/0000000000.bin,pbea_native,4000,64,123174,112760,12,0.9551302019999639,0.9493525679999948,0.013348982993405365,0.021534339620081753,0.008541763311932103,0.040584407566943675,0.24151417723275453,0.016493168971253656,0.03858522093006827,0.009379989735920517,0.05267512744937913,3.107036537312056,0.014990467322223956,0.031605332182826185,0.008960878960089323,0.045723627396384504,3.107036537312056
kitti,24775,2011_09_30/2011_09_30_drive_0018_sync/velodyne_points/data/0000000046.bin,2011_09_30/2011_09_30_drive_0018_sync/velodyne_points/data/0000000000.bin,alice_lri,4000,64,122343,122343,12,1.0242757779988096,0.9878815569991275,0.00019659367508791545,0.00024317571177826265,0.00016949364219374325,0.00046342128874108713,0.000990917024805068,0.0001966112561732493,0.00024318839686105506,0.00016960674641928428,0.0004632292264759931,0.0009908807346183995,0.0001966024656305824,0.0002431820544023702,0.00016954736040648496,0.0004633506079476823,0.000990917024805068
kitti,24775,2011_09_30/2011_09_30_drive_0018_sync/velodyne_points/data/0000000046.bin,2011_09_30/2011_09_30_drive_0018_sync/velodyne_points/data/0000000000.bin,pbea_native,4000,64,122343,111883,12,0.9537274130007063,0.948316378000527,0.013498150974132378,0.022156499544918697,0.00843338629092231,0.04213603161723736,0.2964493773069961,0.016733146446824027,0.04411294854292246,0.009236824537946416,0.052387349875788365,2.4951109246572907,0.015187882477533,0.035368358415731174,0.00883555827770506,0.04745036971786853,2.4951109246572907
kitti,26274,2011_09_30/2011_09_30_drive_0018_sync/velodyne_points/data/0000000047.bin,2011_09_30/2011_09_30_drive_0018_sync/velodyne_points/data/0000000000.bin,alice_lri,4000,64,121987,121987,12,1.0302202330003638,0.9829787660000875,0.00019643495311731944,0.00024309386002258288,0.00016982676930527469,0.00046287469436682375,0.0007709951714575998,0.00019639982000857042,0.00024305994170579804,0.00016988169299398705,0.00046275833809214165,0.000771942580894059,0.00019641738656294493,0.00024307690145579963,0.00016985138858765868,0.0004628162270609226,0.000771942580894059
kitti,26274,2011_09_30/2011_09_30_drive_0018_sync/velodyne_points/data/0000000047.bin,2011_09_30/2011_09_30_drive_0018_sync/velodyne_points/data/0000000000.bin,pbea_native,4000,64,121987,112787,12,0.9576065970004493,0.9521724100004576,0.012885886603688002,0.020774114244419013,0.007909303218083433,0.039596941313985924,0.2393113796087289,0.01592900718770849,0.03966583026186854,0.0086586416556279,0.05108076678447449,4.195936047732019,0.014467071703754053,0.032013167268633215,0.008280346766194024,0.045211247451056986,4.195936047732019
kitti,25041,2011_09_30/2011_09_30_drive_0018_sync/velodyne_points/data/0000000048.bin,2011_09_30/2011_09_30_drive_0018_sync/velodyne_points/data/0000000000.bin,alice_lri,4000,64,121559,121559,12,1.0217405610010246,0.9856012750005902,0.00019643019312888142,0.0002430569575599081,0.00017045661584628362,0.0004607666516816249,0.0010693737841754175,0.00019638699360084787,0.0002430194443785475,0.00017038724500306393,0.00046081357431484885,0.001069493602984959,0.00019640859336486462,0.00024303820169300228,0.00017042843097093394,0.0004607869596522189,0.001069493602984959
kitti,25041,2011_09_30/2011_09_30_drive_0018_sync/velodyne_points/data/0000000048.bin,2011_09_30/2011_09_30_drive_0018_sync/velodyne_points/data/0000000000.bin,pbea_native,4000,64,121559,111289,12,0.9497118589997626,0.9442669109994313,0.013111183844313139,0.02097225914377704,0.008239398934684235,0.04084872309729089,0.2151694098882669,0.015878870292406356,0.031161518057901814,0.009104930764286614,0.052215750812019214,1.9673189446113672,0.014556062893923888,0.026779704845950263,0.008673673743843181,0.0462183157807587,1.9673189446113672
kitti,25365,2011_09_30/2011_09_30_drive_0018_sync/velodyne_points/data/0000000049.bin,2011_09_30/2011_09_30_drive_0018_sync/velodyne_points/data/0000000000.bin,alice_lri,4000,64,121895,121895,12,1.0219473390006897,0.9897283450000032,0.0001970290597491472,0.00024359659349032696,0.00017119175374224126,0.0004622657377413264,0.0009403004836640639,0.0001970075231260166,0.0002435675332568972,0.00017111426573479868,0.0004623052067432485,0.0008724388010789365,0.00019701829143758186,0.00024358206380698612,0.0001711520975715996,0.0004622776904289516,0.0009403004836640639
kitti,25365,2011_09_30/2011_09_30_drive_0018_sync/velodyne_points/data/0000000049.bin,2011_09_30/2011_09_30_drive_0018_sync/velodyne_points/data/0000000000.bin,pbea_native,4000,64,121895,112121,12,0.948907118000534,0.9435585520004679,0.013586089302119318,0.022203706464205258,0.008328326497319117,0.04285653390727068,0.28909675341737856,0.016095240982271074,0.03412356450625076,0.008975895093658369,0.052355878088383,2.2257367911386865,0.014893064227133412,0.029029852958199,0.008653126991810249,0.04755219514749628,2.2257367911386865
kitti,24340,2011_09_30/2011_09_30_drive_0018_sync/velodyne_points/data/0000000050.bin,2011_09_30/2011_09_30_drive_0018_sync/velodyne_points/data/0000000000.bin,alice_lri,4000,64,122107,122107,12,1.0401065939995533,0.9918324689997462,0.00019597144339612269,0.00024260575012542094,0.0001697590959362743,0.00046243878030831055,0.0009194335757936581,0.00019596884048183783,0.00024259063274985047,0.00016985414392489456,0.0004621943923460434,0.0009194234172920384,0.00019597014193898025,0.00024259819155538956,0.0001698102644146327,0.0004622898047768359,0.0009194335757936581
kitti,24340,2011_09_30/2011_09_30_drive_0018_sync/velodyne_points/data/0000000050.bin,2011_09_30/2011_09_30_drive_0018_sync/velodyne_points/data/0000000000.bin,pbea_native,4000,64,122107,111817,12,0.9590545740011294,0.9536260880004193,0.013020294097617475,0.020944835388526473,0.008454652485011845,0.040515812374707076,0.26672655202517,0.016079282635255505,0.03785926060281355,0.009209271337010936,0.051506411841421525,4.118134737313184,0.01461706874821069,0.030949656693646552,0.008829672072385475,0.046268024270239086,4.118134737313184
kitti,26210,2011_09_30/2011_09_30_drive_0018_sync/velodyne_points/data/0000000051.bin,2011_09_30/2011_09_30_drive_0018_sync/velodyne_points/data/0000000000.bin,alice_lri,4000,64,122225,122225,12,1.0366105140010404,0.9934579890004898,0.00019510277965908502,0.00024174533698695136,0.0001682430540765939,0.00046106384570472934,0.0008035092038243895,0.00019514447579190635,0.000241782517784673,0.00016819522619123675,0.0004610362217381984,0.0008031152647702706,0.00019512362772549567,0.00024176392810056508,0.00016822484112138475,0.000461048554244425,0.0008035092038243895
kitti,26210,2011_09_30/2011_09_30_drive_0018_sync/velodyne_points/data/0000000051.bin,2011_09_30/2011_09_30_drive_0018_sync/velodyne_points/data/0000000000.bin,pbea_native,4000,64,122225,111641,12,0.9669515229998069,0.9615089720000469,0.013156324102530878,0.021938083134959204,0.008162617996663447,0.040619500735871526,0.24921075471211712,0.016233153724406826,0.04165790642744169,0.008845344466797092,0.050999547892935045,4.1994108930182135,0.014764362468662714,0.03371510896202615,0.008506739519174387,0.04532395852757329,4.1994108930182135
kitti,25442,2011_09_30/2011_09_30_drive_0018_sync/velodyne_points/data/0000000052.bin,2011_09_30/2011_09_30_drive_0018_sync/velodyne_points/data/0000000000.bin,alice_lri,4000,64,121972,121972,12,1.0381382580007994,0.998472760000368,0.000194701553069201,0.00024123234860563427,0.00016760268828138613,0.0004598406164238929,0.0008280319340492567,0.000194723328191634,0.00024126319502849002,0.0001677042526944949,0.0004600256245097283,0.000828048027896925,0.0001947124406304175,0.00024124777231007282,0.00016764657033272644,0.00045993298475341984,0.000828048027896925
kitti,25442,2011_09_30/2011_09_30_drive_0018_sync/velodyne_points/data/0000000052.bin,2011_09_30/2011_09_30_drive_0018_sync/velodyne_points/data/0000000000.bin,pbea_native,4000,64,121972,111430,12,0.9530995630002508,0.9476834990000498,0.012828956273729847,0.02136529623797551,0.007940752290313819,0.03949839228907954,0.2814375638773948,0.016167174637194838,0.04387257875043777,0.008678518549068521,0.04988412156792138,2.8270400982102033,0.014573453622632394,0.03498284264683113,0.008323865651748877,0.044499890016498664,2.8270400982102033
kitti,26254,2011_09_30/2011_09_30_drive_0018_sync/velodyne_points/data/0000000053.bin,2011_09_30/2011_09_30_drive_0018_sync/velodyne_points/data/0000000000.bin,alice_lri,4000,64,121807,121807,12,1.0375014690007447,0.9869799420002892,0.00019505522263212237,0.00024101957543811294,0.00016887784075779688,0.0004588500610089879,0.0014889291971761712,0.00019506150450628655,0.00024103589815870053,0.00016886001528128327,0.00045887846967710214,0.0014889873346464045,0.00019505836356920443,0.0002410277369365813,0.00016886461880427056,0.00045886679639286067,0.0014889873346464045
kitti,26254,2011_09_30/2011_09_30_drive_0018_sync/velodyne_points/data/0000000053.bin,2011_09_30/2011_09_30_drive_0018_sync/velodyne_points/data/0000000000.bin,pbea_native,4000,64,121807,111639,12,0.9544196079996254,0.948909034999815,0.012995065784271807,0.021702869593314394,0.008295180836219817,0.04042698360866889,0.29233268662964135,0.015804045930392533,0.045140039892227986,0.00905444794466802,0.0500182017223969,7.719069054680929,0.01446072998352357,0.035894798586865534,0.008694052452573549,0.0452212601766545,7.719069054680929
kitti,24818,2011_09_30/2011_09_30_drive_0018_sync/velodyne_points/data/0000000054.bin,2011_09_30/2011_09_30_drive_0018_sync/velodyne_points/data/0000000000.bin,alice_lri,4000,64,121697,121697,12,1.031090708001102,0.9875252360006925,0.00019586959376813892,0.00024186395203454252,0.00016994530236314826,0.0004601818667899819,0.0012326318871017394,0.0001958524695638971,0.00024185597987776857,0.0001699509870499888,0.00046015440115027364,0.0012326472329731361,0.00019586103166601798,0.00024185996598900269,0.0001699494189168259,0.0004601771522995555,0.0012326472329731361
kitti,24818,2011_09_30/2011_09_30_drive_0018_sync/velodyne_points/data/0000000054.bin,2011_09_30/2011_09_30_drive_0018_sync/velodyne_points/data/0000000000.bin,pbea_native,4000,64,121697,111838,12,0.9646821739997904,0.9593739940000887,0.013004481354851952,0.021381841075688173,0.00840475643483396,0.040460896667740144,0.2906605098427374,0.015810638934433133,0.0426319949445343,0.00908519227547929,0.048864531259436295,5.575029331199525,0.014466793038164052,0.03414745387439375,0.008744416016272766,0.04512493234699627,5.575029331199525
kitti,25286,2011_09_30/2011_09_30_drive_0018_sync/velodyne_points/data/0000000055.bin,2011_09_30/2011_09_30_drive_0018_sync/velodyne_points/data/0000000000.bin,alice_lri,4000,64,122084,122084,12,1.0284939049997774,0.9875071209999078,0.0001955514775226859,0.00024162479812565995,0.00016920976294088882,0.0004602580824301369,0.0009592669910430993,0.000195581358537707,0.0002416468110144062,0.00016924276949452426,0.0004599658452314164,0.0009592481164084599,0.00019556641803019641,0.00024163580482070335,0.00016922390092850089,0.0004601216533697882,0.0009592669910430993
kitti,25286,2011_09_30/2011_09_30_drive_0018_sync/velodyne_points/data/0000000055.bin,2011_09_30/2011_09_30_drive_0018_sync/velodyne_points/data/0000000000.bin,pbea_native,4000,64,122084,112129,12,0.9562883270009479,0.9510042600004454,0.012691847437096565,0.02015057302307836,0.008490109075180134,0.03717712279660976,0.25729123470558857,0.015768780400447567,0.04455885632228751,0.009177527501260663,0.047376314151926835,5.685895246124971,0.014295704968052336,0.035061874722067045,0.008847496395143267,0.04334825125584443,5.685895246124971
kitti,24324,2011_09_30/2011_09_30_drive_0018_sync/velodyne_points/data/0000000056.bin,2011_09_30/2011_09_30_drive_0018_sync/velodyne_points/data/0000000000.bin,alice_lri,4000,64,122591,122591,12,1.0389354139997522,0.9906528589999652,0.00019537067778888849,0.0002413983766990483,0.00016879495949781662,0.0004602086674276988,0.0008065943445899603,0.0001953477946492975,0.0002413625023370404,0.00016894198216862324,0.00046007975917440575,0.0008065547974539682,0.00019535923621909302,0.0002413804401845078,0.00016886000906568788,0.00046014684183593054,0.0008065943445899603
kitti,24324,2011_09_30/2011_09_30_drive_0018_sync/velodyne_points/data/0000000056.bin,2011_09_30/2011_09_30_drive_0018_sync/velodyne_points/data/0000000000.bin,pbea_native,4000,64,122591,112258,12,0.9613725909994173,0.9558969549998437,0.012913021498876869,0.02095144292940909,0.008103753568458822,0.039679430277477626,0.2781078484473401,0.016013839371345477,0.04550266087589182,0.0088133242448653,0.04869424476519886,3.5238609507086904,0.014531646078090743,0.03592519950265228,0.008452361352082757,0.04437699793776922,3.5238609507086904
kitti,24724,2011_09_30/2011_09_30_drive_0018_sync/velodyne_points/data/0000000057.bin,2011_09_30/2011_09_30_drive_0018_sync/velodyne_points/data/0000000000.bin,alice_lri,4000,64,122953,122953,12,1.0126428600005966,0.9629335210001955,0.00019563565843470698,0.0002416789246755898,0.0001690796595380151,0.00045983789221363495,0.0018300526930641312,0.0001956358482684542,0.00024166580537338597,0.00016916266026382765,0.0004598682850642255,0.0018300753821342741,0.00019563575335158057,0.00024167236511351135,0.00016911637588842114,0.0004598592090160989,0.0018300753821342741
kitti,24724,2011_09_30/2011_09_30_drive_0018_sync/velodyne_points/data/0000000057.bin,2011_09_30/2011_09_30_drive_0018_sync/velodyne_points/data/0000000000.bin,pbea_native,4000,64,122953,112930,12,0.94754199199906,0.9421722029992452,0.01249388423186316,0.01988807238971276,0.008148517485415303,0.03847691846421235,0.24703657886783073,0.01603282089741354,0.04205293825262047,0.008935599192939755,0.04798135374256284,2.649535049533898,0.014338539759558736,0.03333408234475742,0.008546555126273732,0.04363592304046819,2.649535049533898
kitti,25660,2011_09_30/2011_09_30_drive_0018_sync/velodyne_points/data/0000000058.bin,2011_09_30/2011_09_30_drive_0018_sync/velodyne_points/data/0000000000.bin,alice_lri,4000,64,122885,122885,12,1.003148847000375,0.9549226130002353,0.00019651423451336308,0.00024228982674874617,0.00017095135649030543,0.0004605781586905646,0.0007499169472104442,0.00019651385198868223,0.00024229337996943537,0.00017096801165015132,0.00046052113945182485,0.0007489622233577858,0.00019651404325102265,0.0002422916033656043,0.00017095294601810455,0.00046055079733464004,0.0007499169472104442
kitti,25660,2011_09_30/2011_09_30_drive_0018_sync/velodyne_points/data/0000000058.bin,2011_09_30/2011_09_30_drive_0018_sync/velodyne_points/data/0000000000.bin,pbea_native,4000,64,122885,114331,12,0.9479086630008169,0.9424389880005037,0.012160331866725481,0.019709788706217004,0.007589995352724659,0.03685212836236719,0.2729875726166786,0.015558837712639946,0.04537719124403723,0.008207857361035012,0.0465066823324473,2.7598799312660702,0.01392085978590125,0.035410503551063094,0.007899692774617823,0.04065465637841899,2.7598799312660702
kitti,25911,2011_09_30/2011_09_30_drive_0018_sync/velodyne_points/data/0000000059.bin,2011_09_30/2011_09_30_drive_0018_sync/velodyne_points/data/0000000000.bin,alice_lri,4000,64,122618,122618,12,1.0252335779996429,0.9839300069997989,0.00019720175894082938,0.00024288327551260074,0.00017190863849345458,0.0004609683736075416,0.0007687372540563039,0.00019721005323523414,0.00024289166103843202,0.00017206062140629304,0.000460945439261899,0.0007689687566299933,0.00019720590608803175,0.00024288746831170447,0.00017199424951703856,0.00046095022035983054,0.0007689687566299933
kitti,25911,2011_09_30/2011_09_30_drive_0018_sync/velodyne_points/data/0000000059.bin,2011_09_30/2011_09_30_drive_0018_sync/velodyne_points/data/0000000000.bin,pbea_native,4000,64,122618,112859,12,0.9511853109997901,0.9457287370005361,0.012396715672835219,0.02003065197802666,0.007951187846378478,0.03885371061545625,0.25311123789807916,0.015491233176582384,0.03895883084655565,0.008668555945734586,0.047027232295876215,3.6393963027183074,0.014008098301603506,0.031347183770741735,0.008320519057621536,0.042627589131025594,3.6393963027183074
kitti,24891,2011_09_30/2011_09_30_drive_0018_sync/velodyne_points/data/0000000060.bin,2011_09_30/2011_09_30_drive_0018_sync/velodyne_points/data/0000000000.bin,alice_lri,4000,64,122402,122402,12,1.0323365519998333,0.984954554000069,0.0001978244324800926,0.00024353089320114244,0.00017274245356427303,0.00046115712913627645,0.0007536967602096051,0.0001978265965286825,0.00024351123836205041,0.00017269894439408148,0.0004611084840861731,0.0007460620940579552,0.00019782551450438755,0.00024352106597989176,0.00017271706572138642,0.0004611281048700374,0.0007536967602096051
kitti,24891,2011_09_30/2011_09_30_drive_0018_sync/velodyne_points/data/0000000060.bin,2011_09_30/2011_09_30_drive_0018_sync/velodyne_points/data/0000000000.bin,pbea_native,4000,64,122402,112244,12,0.9525471719998677,0.9469108809998943,0.012494154854611361,0.02012575324608118,0.007941331848732596,0.03900830312286732,0.2751128811015716,0.015406828247212208,0.040635809504082895,0.008622152904124124,0.04740293973127462,3.6031878000577655,0.014013537450526609,0.03248280223534929,0.008270221932755506,0.04299138633781692,3.6031878000577655
kitti,24632,2011_09_30/2011_09_30_drive_0018_sync/velodyne_points/data/0000000061.bin,2011_09_30/2011_09_30_drive_0018_sync/velodyne_points/data/0000000000.bin,alice_lri,4000,64,122374,122374,12,1.0300136810001277,0.981038090999391,0.00019761433566336568,0.00024317493056510487,0.0001724477827192035,0.00046021686348707763,0.0007757907868427628,0.0001976104036147697,0.00024318185140768147,0.0001723902183723674,0.00046022247581353407,0.0007758066681114893,0.0001976123696390677,0.00024317839101101402,0.00017241722698688736,0.0004602170849880808,0.0007758066681114893
kitti,24632,2011_09_30/2011_09_30_drive_0018_sync/velodyne_points/data/0000000061.bin,2011_09_30/2011_09_30_drive_0018_sync/velodyne_points/data/0000000000.bin,pbea_native,4000,64,122374,112306,12,0.9455051940003614,0.9400959169997805,0.012479602587845015,0.01971752170538361,0.008385824612892856,0.035955533034736524,0.23271760639548905,0.015611705944506539,0.03723478530651529,0.009125858595292597,0.04924564990536866,3.439687550951583,0.014112839404651294,0.030149709717731725,0.008747298187639287,0.044284643626732796,3.439687550951583
kitti,24529,2011_09_30/2011_09_30_drive_0018_sync/velodyne_points/data/0000000062.bin,2011_09_30/2011_09_30_drive_0018_sync/velodyne_points/data/0000000000.bin,alice_lri,4000,64,123061,123061,12,1.0021381699998528,0.9606185570000889,0.00019793512541929338,0.00024377350083721081,0.00017282727573377074,0.00046151443004104043,0.0008035727973487384,0.00019791547884282087,0.00024377086993992536,0.00017275659197023594,0.0004616604313116931,0.0008037039301021317,0.0001979253021310571,0.00024377218539211733,0.0001727838652804819,0.00046160748908254747,0.0008037039301021317
kitti,24529,2011_09_30/2011_09_30_drive_0018_sync/velodyne_points/data/0000000062.bin,2011_09_30/2011_09_30_drive_0018_sync/velodyne_points/data/0000000000.bin,pbea_native,4000,64,123061,112900,12,0.9436084340004527,0.9381036679997123,0.013009126557598828,0.020662069345555575,0.008450412054553056,0.03558912507730475,0.2677295495772449,0.01634291263384755,0.053744820953340586,0.009178596222740793,0.04898630593401845,9.617115316449773,0.01474779967870462,0.04136077938497329,0.00881147492090026,0.041976475823664136,9.617115316449773
kitti,23707,2011_09_30/2011_09_30_drive_0018_sync/velodyne_points/data/0000000063.bin,2011_09_30/2011_09_30_drive_0018_sync/velodyne_points/data/0000000000.bin,alice_lri,4000,64,123402,123402,12,1.005472739000652,0.9642765819999113,0.00019823893492502262,0.00024388281033264702,0.00017274109003310306,0.0004622022491020037,0.000803835606991181,0.00019825813673721225,0.00024389342285981012,0.0001727619524073266,0.0004621173539570246,0.0008036047945683342,0.00019824853583111742,0.00024388811665395263,0.00017275660722599077,0.00046215148646163356,0.000803835606991181
kitti,23707,2011_09_30/2011_09_30_drive_0018_sync/velodyne_points/data/0000000063.bin,2011_09_30/2011_09_30_drive_0018_sync/velodyne_points/data/0000000000.bin,pbea_native,4000,64,123402,112837,12,0.9467048669994256,0.941025016999447,0.013094924490781357,0.020593825163197004,0.008770446741858267,0.03961895728635057,0.259796929846344,0.01653170749710025,0.04217698874352624,0.009584157660830473,0.05001356984136059,2.281985760869756,0.014890165312769954,0.03364218032070399,0.00916821947832457,0.044560354122600905,2.281985760869756
kitti,24557,2011_09_30/2011_09_30_drive_0018_sync/velodyne_points/data/0000000064.bin,2011_09_30/2011_09_30_drive_0018_sync/velodyne_points/data/0000000000.bin,alice_lri,4000,64,123450,123450,12,1.0140823900001124,0.9724253570002475,0.0001979446432283192,0.00024404021409903364,0.00017220031275969554,0.0004638943987820692,0.0007846180265680166,0.00019800719844533565,0.00024411275783164729,0.00017225465687018907,0.00046412224835052154,0.0007844219647315698,0.00019797592083682742,0.00024407648866049618,0.0001722247906510513,0.0004640125740378999,0.0007846180265680166
kitti,24557,2011_09_30/2011_09_30_drive_0018_sync/velodyne_points/data/0000000064.bin,2011_09_30/2011_09_30_drive_0018_sync/velodyne_points/data/0000000000.bin,pbea_native,4000,64,123450,113671,12,0.9577879669996037,0.9522390789998099,0.013109063154579385,0.020564746474341415,0.008723537609211199,0.03852260682412667,0.23904089644422202,0.015916374904644304,0.036387783661757704,0.009493165659821876,0.048421826192940956,2.5503908685962062,0.014570606567206334,0.02986757449347096,0.009122094279258752,0.04377213072808347,2.5503908685962062
kitti,26093,2011_09_30/2011_09_30_drive_0018_sync/velodyne_points/data/0000000065.bin,2011_09_30/2011_09_30_drive_0018_sync/velodyne_points/data/0000000000.bin,alice_lri,4000,64,123204,123204,12,1.019419657999606,0.9778110319994084,0.00019817113001634963,0.0002438901084699588,0.0001725276432976126,0.00046198487728277667,0.000824112511256251,0.00019816441390244522,0.00024388417617797231,0.00017249690549647626,0.0004620498082096844,0.0008239993074477267,0.0001981677719593974,0.0002438871423420026,0.0001725105932240399,0.0004620043120355037,0.000824112511256251
kitti,26093,2011_09_30/2011_09_30_drive_0018_sync/velodyne_points/data/0000000065.bin,2011_09_30/2011_09_30_drive_0018_sync/velodyne_points/data/0000000000.bin,pbea_native,4000,64,123204,113460,12,0.9534370010005659,0.9479726030003803,0.013012425765979963,0.020314393618332028,0.008636106949481859,0.03933287980033016,0.28143666923623095,0.016097853417567524,0.045890258802641117,0.00932189365201756,0.04950994863663205,4.236150416459551,0.014618656660354239,0.035974331611215514,0.00897850646571798,0.04470912512939926,4.236150416459551
kitti,26218,2011_09_30/2011_09_30_drive_0018_sync/velodyne_points/data/0000000066.bin,2011_09_30/2011_09_30_drive_0018_sync/velodyne_points/data/0000000000.bin,alice_lri,4000,64,122626,122626,12,1.0329137869994156,0.9905597669994677,0.00019750355064653374,0.0002435364105835147,0.00017175910503075857,0.00046223075980357986,0.0007598428385100591,0.00019747350912888598,0.00024351502454830705,0.00017172580731323727,0.0004624076995314876,0.0007669658360321078,0.00019748852988770986,0.00024352571780067176,0.00017174640210325756,0.00046234598340086954,0.0007669658360321078
kitti,26218,2011_09_30/2011_09_30_drive_0018_sync/velodyne_points/data/0000000066.bin,2011_09_30/2011_09_30_drive_0018_sync/velodyne_points/data/0000000000.bin,pbea_native,4000,64,122626,112559,12,0.9591477439998926,0.9535763900003076,0.012747224356009333,0.02012012534782515,0.008060986588507242,0.0367901125294186,0.3003608114604956,0.016184106933145696,0.04662050595797915,0.008752869132053014,0.04846622513214176,3.0090540439282067,0.014539222837646866,0.036427993823089304,0.008404116516653853,0.042805119344433894,3.0090540439282067
